archive,map,row_index,dbr,v2_dbr,x,y,z,guid,record_size,string_index,file_offset,label_source,parse_gate
survivalmode1/resources/Maps.arc,survivalworld_a.map,0,records/fx/ambient/fx_eldritchrift_medium01.dbr,records/fx/lights/light_firelanternflame_green01_noshadow.dbr,112.4272689819336,7.38447380065918,71.23889923095703,,56,0,1846506,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,1,records/fx/lights/light_firelanternflame_green01_noshadow.dbr,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,125.65387725830078,10.900814056396484,71.23494720458984,,56,1,1846562,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,2,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,78.89515686035156,7.794878959655762,70.3864517211914,,56,2,1846618,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,3,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,records/fx/lights/light_ugambientlowbluea01.dbr,61.4859619140625,8.631765365600586,35.81607437133789,,56,3,1846674,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,4,records/fx/lights/light_ugambientlowbluea01.dbr,records/fx/lights/light_ugambientlowbluea01.dbr,68.84521484375,13.956153869628906,54.84395980834961,,56,4,1846730,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,5,records/fx/lights/light_ugambientlowbluea01.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,58.50334167480469,13.965696334838867,74.5948486328125,,56,4,1846786,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,6,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmite_large03.dbr,66.24934387207031,8.695030212402344,5.5025634765625,,56,5,1846842,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,7,records/level art/undergrounds/natural/stalagmite_large03.dbr,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,65.75389099121094,11.014389991760254,40.16165542602539,,56,6,1846898,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,8,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,records/fx/lights/light_ugambientlowbluea01.dbr,63.04864501953125,4.568192005157471,102.14102172851562,,56,2,1846954,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,9,records/fx/lights/light_ugambientlowbluea01.dbr,records/level art/undergrounds/natural/stalagmitecluster_long01.dbr,82.18984985351562,13.654369354248047,75.10142517089844,,56,4,1847010,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,10,records/level art/undergrounds/natural/stalagmitecluster_long01.dbr,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,21.0461368560791,3.8878021240234375,69.78526306152344,,56,7,1847066,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,11,records/level art/undergrounds/natural/stalagmitetop_large04_nofade.dbr,records/fx/ambient/fx_waterfallbase_lrg01.dbr,66.34221649169922,7.964735984802246,41.646888732910156,,56,8,1847122,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,12,records/fx/ambient/fx_waterfallbase_lrg01.dbr,records/triggervolumes/treasureroom_cleanup.dbr,9.566418647766113,3.7120885848999023,28.99856948852539,,56,9,1847178,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,13,records/triggervolumes/treasureroom_cleanup.dbr,records/level art/undergrounds/natural/stalagmite_large04.dbr,38.80405044555664,11.561798095703125,27.860876083374023,,56,10,1847234,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,14,records/level art/undergrounds/natural/stalagmite_large04.dbr,records/level art/undergrounds/natural/stalagmite_large02.dbr,57.62739562988281,16.95275115966797,-2.8952789306640625,,56,11,1847290,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,15,records/level art/undergrounds/natural/stalagmite_large02.dbr,records/level art/undergrounds/natural/stalagmitecluster_sloped01.dbr,60.886375427246094,10.446609497070312,34.466392517089844,,56,12,1847346,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,16,records/level art/undergrounds/natural/stalagmitecluster_sloped01.dbr,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,29.795284271240234,3.8802433013916016,65.69019317626953,,56,13,1847402,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,17,records/level art/undergrounds/natural/stalagmitetop_large05_nofade.dbr,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,33.477943420410156,10.491345405578613,4.81718635559082,,56,3,1847458,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,18,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,records/level art/undergrounds/natural/stalagmitecluster_long01.dbr,3.6446533203125,4.056387901306152,34.870487213134766,,56,14,1847514,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,19,records/level art/undergrounds/natural/stalagmitecluster_long01.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,30.700719833374023,12.9824857711792,4.852052688598633,,56,7,1847570,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,20,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,41.23851013183594,11.160781860351562,34.94721984863281,,56,15,1847626,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,21,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,records/level art/undergrounds/natural/stalagmite_large05.dbr,36.11683654785156,10.651588439941406,38.1532096862793,,56,16,1847682,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,22,records/level art/undergrounds/natural/stalagmite_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,33.20669174194336,4.630891799926758,41.694976806640625,,56,15,1847738,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,23,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,17.601308822631836,8.76120376586914,39.787017822265625,,56,5,1847794,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,24,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,26.473119735717773,3.034170150756836,47.824684143066406,,56,5,1847850,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,25,records/level art/undergrounds/natural/stalagmitetop_large05.dbr,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,26.750478744506836,10.107171058654785,41.691558837890625,,56,5,1847906,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,26,records/level art/undergrounds/natural/stalagmitecluster_long03.dbr,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,26.752981185913086,11.110513687133789,37.56414031982422,,56,2,1847962,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,27,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,records/fx/lights/light_ugambientlowbluea01.dbr,32.43010330200195,12.942015647888184,33.481197357177734,,56,14,1848018,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,28,records/fx/lights/light_ugambientlowbluea01.dbr,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,33.03314971923828,19.165321350097656,21.44426155090332,,56,4,1848074,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,29,records/level art/undergrounds/natural/stalagmitecluster_curved02.dbr,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,15.932546615600586,4.650215148925781,31.44281005859375,,56,14,1848130,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
survivalmode1/resources/Maps.arc,survivalworld_a.map,30,records/level art/undergrounds/natural/stalagmitetop_large04.dbr,records/level art/undergrounds/natural/stalagmitecluster_blockermedium01.dbr,23.314245223999023,11.874773025512695,31.58309555053711,,56,16,1848186,"H-d-A index-first layout, array at arr_off+4","row-norm [0.25,4.0] (D-U-1 repaired)"
