record,wave,level_lo,level_hi,ehp_lo,ehp_hi,ult_pct,g_pct,passive_pct_lo,passive_pct_hi,lapb_life,hardening_ratio_lo,is_lapb_70,life_grade,level_grade
records/creatures/anomalies/aetheranomaly_01_summon.dbr,151,105,108,59525,61637,580.0,306.0,0.0,0.0,6323.0,9.414,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,152,105,108,59646,61762,580.0,308.0,0.0,0.0,6323.0,9.4332,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,153,105,108,59766,61887,580.0,310.0,0.0,0.0,6323.0,9.4522,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,154,105,108,59887,62012,580.0,312.0,0.0,0.0,6323.0,9.4713,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,155,105,108,60008,62137,580.0,314.0,0.0,0.0,6323.0,9.4904,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,156,105,108,60128,62262,580.0,316.0,0.0,0.0,6323.0,9.5094,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,157,105,108,60249,62387,580.0,318.0,0.0,0.0,6323.0,9.5285,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,158,105,108,60370,62512,580.0,320.0,0.0,0.0,6323.0,9.5477,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,159,105,108,60491,62637,580.0,322.0,0.0,0.0,6323.0,9.5668,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,160,105,108,60611,62762,580.0,324.0,0.0,0.0,6323.0,9.5858,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,161,105,108,60732,62887,580.0,326.0,0.0,0.0,6323.0,9.6049,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,162,105,108,60853,63012,580.0,328.0,0.0,0.0,6323.0,9.6241,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,163,105,108,60974,63137,580.0,330.0,0.0,0.0,6323.0,9.6432,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,164,105,108,61094,63262,580.0,332.0,0.0,0.0,6323.0,9.6622,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,165,105,108,61215,63387,580.0,334.0,0.0,0.0,6323.0,9.6813,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,166,105,108,61336,63512,580.0,336.0,0.0,0.0,6323.0,9.7005,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,167,105,108,61457,63637,580.0,338.0,0.0,0.0,6323.0,9.7196,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,168,105,108,61577,63762,580.0,340.0,0.0,0.0,6323.0,9.7386,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,169,105,108,61698,63887,580.0,342.0,0.0,0.0,6323.0,9.7577,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/aetheranomaly_01_summon.dbr,170,105,108,61819,64012,580.0,344.0,0.0,0.0,6323.0,9.7768,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,151,104,106,58824,60227,580.0,306.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,152,104,106,58943,60349,580.0,308.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,153,104,106,59063,60472,580.0,310.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,154,104,106,59182,60594,580.0,312.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,155,104,106,59301,60716,580.0,314.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,156,104,106,59421,60838,580.0,316.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,157,104,106,59540,60960,580.0,318.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,158,104,106,59659,61082,580.0,320.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,159,104,106,59779,61205,580.0,322.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,160,104,106,59898,61327,580.0,324.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,161,104,106,60017,61449,580.0,326.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,162,104,106,60137,61571,580.0,328.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,163,104,106,60256,61693,580.0,330.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,164,104,106,60375,61815,580.0,332.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,165,104,106,60494,61938,580.0,334.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,166,104,106,60614,62060,580.0,336.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,167,104,106,60733,62182,580.0,338.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,168,104,106,60852,62304,580.0,340.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,169,104,106,60972,62426,580.0,342.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/chthonicvoid_groble.dbr,170,104,106,61091,62548,580.0,344.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,151,105,108,59525,61637,580.0,306.0,0.0,0.0,6323.0,9.414,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,152,105,108,59646,61762,580.0,308.0,0.0,0.0,6323.0,9.4332,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,153,105,108,59766,61887,580.0,310.0,0.0,0.0,6323.0,9.4522,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,154,105,108,59887,62012,580.0,312.0,0.0,0.0,6323.0,9.4713,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,155,105,108,60008,62137,580.0,314.0,0.0,0.0,6323.0,9.4904,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,156,105,108,60128,62262,580.0,316.0,0.0,0.0,6323.0,9.5094,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,157,105,108,60249,62387,580.0,318.0,0.0,0.0,6323.0,9.5285,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,158,105,108,60370,62512,580.0,320.0,0.0,0.0,6323.0,9.5477,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,159,105,108,60491,62637,580.0,322.0,0.0,0.0,6323.0,9.5668,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,160,105,108,60611,62762,580.0,324.0,0.0,0.0,6323.0,9.5858,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,161,105,108,60732,62887,580.0,326.0,0.0,0.0,6323.0,9.6049,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,162,105,108,60853,63012,580.0,328.0,0.0,0.0,6323.0,9.6241,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,163,105,108,60974,63137,580.0,330.0,0.0,0.0,6323.0,9.6432,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,164,105,108,61094,63262,580.0,332.0,0.0,0.0,6323.0,9.6622,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,165,105,108,61215,63387,580.0,334.0,0.0,0.0,6323.0,9.6813,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,166,105,108,61336,63512,580.0,336.0,0.0,0.0,6323.0,9.7005,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,167,105,108,61457,63637,580.0,338.0,0.0,0.0,6323.0,9.7196,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,168,105,108,61577,63762,580.0,340.0,0.0,0.0,6323.0,9.7386,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,169,105,108,61698,63887,580.0,342.0,0.0,0.0,6323.0,9.7577,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/eldritchground.dbr,170,105,108,61819,64012,580.0,344.0,0.0,0.0,6323.0,9.7768,True,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,151,104,106,58824,60227,580.0,306.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,152,104,106,58943,60349,580.0,308.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,153,104,106,59063,60472,580.0,310.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,154,104,106,59182,60594,580.0,312.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,155,104,106,59301,60716,580.0,314.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,156,104,106,59421,60838,580.0,316.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,157,104,106,59540,60960,580.0,318.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,158,104,106,59659,61082,580.0,320.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/anomalies/sandstorm.dbr,159,104,106,59779,61205,580.0,322.0,0.0,0.0,,,False,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
