wave,actor_id,record,level_limb,level,is_champion,wave_plus_own_damage_modifier_pct,n_skills_carrying_damage,default_attack_skill,deepest_hitter_skill,grade,run_of_record_source,DEFAULT_direct_perpiece,DEFAULT_direct_aggregate,DEFAULT_direct_perpiece_base70abs,DEFAULT_dot_total,DEFAULT_pct_current_life,MAX_direct_perpiece,MAX_direct_aggregate,MAX_direct_perpiece_base70abs,MAX_dot_total,MAX_pct_current_life,RUNREC_direct_perpiece,RUNREC_direct_aggregate,RUNREC_direct_perpiece_base70abs,RUNREC_dot_total,RUNREC_pct_current_life,SUMALL_direct_perpiece,SUMALL_direct_aggregate,SUMALL_direct_perpiece_base70abs,SUMALL_dot_total,SUMALL_pct_current_life
151,w151_a000,records/creatures/enemies/ghost_b01.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,850.3537247999999,959.18688,959.18688,0.0,2.0
151,w151_a000,records/creatures/enemies/ghost_b01.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,616.968,616.968,616.968,0.0,0.0,616.968,616.968,616.968,0.0,0.0,879.1315199999999,989.064,989.064,0.0,2.0
151,w151_a001,records/creatures/enemies/ghost_b03.dbr,LO,103,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,485.1459551999999,738.8971199999999,738.8971199999999,0.0,13.0,918.5946231999999,1564.79992,1564.79992,0.0,15.0
151,w151_a001,records/creatures/enemies/ghost_b03.dbr,HI,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,960.6250387999999,1628.87228,1628.8722799999998,0.0,15.0
151,w151_a002,records/creatures/enemies/ghost_b02.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,379.4946912,633.4387200000001,633.4387200000001,0.0,2.0
151,w151_a002,records/creatures/enemies/ghost_b02.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,316.46399999999994,316.46399999999994,316.46399999999994,0.0,0.0,398.31517919999993,655.00752,655.00752,0.0,2.0
151,w151_a003,records/creatures/enemies/ghost_b04.dbr,LO,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.7436279999998,1677.7628,1677.7628,0.0,15.0
151,w151_a003,records/creatures/enemies/ghost_b04.dbr,HI,105,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.8897375999999,1681.13456,1681.1345599999997,0.0,15.0
151,w151_a004,records/creatures/enemies/ghost_b04.dbr,LO,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.7436279999998,1677.7628,1677.7628,0.0,15.0
151,w151_a004,records/creatures/enemies/ghost_b04.dbr,HI,105,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.8897375999999,1681.13456,1681.1345599999997,0.0,15.0
151,w151_a005,records/creatures/enemies/ghost_b04.dbr,LO,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.7436279999998,1677.7628,1677.7628,0.0,15.0
151,w151_a005,records/creatures/enemies/ghost_b04.dbr,HI,105,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.8897375999999,1681.13456,1681.1345599999997,0.0,15.0
151,w151_a006,records/creatures/enemies/ghost_b01.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,591.8879999999999,591.8879999999999,591.8879999999999,0.0,0.0,850.3537247999999,959.18688,959.18688,0.0,2.0
151,w151_a006,records/creatures/enemies/ghost_b01.dbr,HI,104,False,128.0,3,,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,MEASURED,MAX-fallback,0,0,0,0,0,616.968,616.968,616.968,0.0,0.0,616.968,616.968,616.968,0.0,0.0,879.1315199999999,989.064,989.064,0.0,2.0
151,w151_a007,records/creatures/enemies/ghost_b04.dbr,LO,104,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.7436279999998,1677.7628,1677.7628,0.0,15.0
151,w151_a007,records/creatures/enemies/ghost_b04.dbr,HI,105,False,123.0,4,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,MEASURED,attackSkillName,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,507.06533879999995,772.10628,772.10628,0.0,13.0,962.8897375999999,1681.13456,1681.1345599999997,0.0,15.0
151,w151_a008,records/creatures/enemies/ghost_b02.dbr,LO,103,False,128.0,3,,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,MEASURED,MAX-fallback,0,0,0,0,0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,300.50399999999996,300.50399999999996,300.50399999999996,0.0,0.0,379.4946912,633.4387200000001,633.4387200000001,0.0,2.0
